trial_key,desc,co2e_kgha,fert_type
krue_23,"avoided n2o emissions, ind-leach",34.64199099169473,urea
mcca1_23,"avoided n2o emissions, ind-leach",69.28398198338947,ammonium
mcca1_23,"avoided n2o emissions, ind-leach",69.28398198338947,ammonium-nitrate
mcca1_23,"avoided n2o emissions, ind-leach",69.28398198338947,nitrate
mcca1_23,"avoided n2o emissions, ind-leach",69.28398198338947,organic
mcca1_23,"avoided n2o emissions, ind-leach",69.28398198338947,urea
mcca2_23,"avoided n2o emissions, ind-leach",69.28398198338947,ammonium
mcca2_23,"avoided n2o emissions, ind-leach",69.28398198338947,ammonium-nitrate
mcca2_23,"avoided n2o emissions, ind-leach",69.28398198338947,nitrate
mcca2_23,"avoided n2o emissions, ind-leach",69.28398198338947,organic
mcca2_23,"avoided n2o emissions, ind-leach",69.28398198338947,urea
pete_23,"avoided n2o emissions, ind-leach",69.28398198338947,ammonium
pete_23,"avoided n2o emissions, ind-leach",69.28398198338947,ammonium-nitrate
pete_23,"avoided n2o emissions, ind-leach",69.28398198338947,nitrate
pete_23,"avoided n2o emissions, ind-leach",69.28398198338947,organic
pete_23,"avoided n2o emissions, ind-leach",69.28398198338947,urea
prev_23,"avoided n2o emissions, ind-leach",73.44102090239285,ammonium
prev_23,"avoided n2o emissions, ind-leach",73.44102090239285,ammonium-nitrate
prev_23,"avoided n2o emissions, ind-leach",73.44102090239285,nitrate
prev_23,"avoided n2o emissions, ind-leach",73.44102090239285,organic
prev_23,"avoided n2o emissions, ind-leach",73.44102090239285,urea
vanh_23,"avoided n2o emissions, ind-leach",83.14077838006736,ammonium
vanh_23,"avoided n2o emissions, ind-leach",83.14077838006736,ammonium-nitrate
vanh_23,"avoided n2o emissions, ind-leach",83.14077838006736,nitrate
vanh_23,"avoided n2o emissions, ind-leach",83.14077838006736,organic
vanh_23,"avoided n2o emissions, ind-leach",83.14077838006736,urea
veen_23,"avoided n2o emissions, ind-leach",27.713592793355787,ammonium
veen_23,"avoided n2o emissions, ind-leach",27.713592793355787,ammonium-nitrate
veen_23,"avoided n2o emissions, ind-leach",27.713592793355787,nitrate
veen_23,"avoided n2o emissions, ind-leach",27.713592793355787,organic
veen_23,"avoided n2o emissions, ind-leach",27.713592793355787,urea
